Species1,Species2,Species3,Species1_b,Species2_b,Species3_b,Species1_Density,Species2_Density,Species3_Density,Time
225,1285,209,0,0,0,[],[],[],1985
222,1275,251,0,0,0,[],[],[],1986
218,1262,227,0,0,0,[],[],[],1987
240,1254,236,0,0,0,[],[],[],1988
245,1269,231,0,0,0,[],[],[],1989
240,1260,250,0,0,0,[],[],[],1990
211,1333,231,0,0,0,[],[],[],1991
234,1256,218,0,0,0,[],[],[],1992
203,1301,225,0,0,0,[],[],[],1993
218,1348,242,0,0,0,[],[],[],1994
211,1297,231,0,0,0,[],[],[],1995
217,1283,235,0,0,0,[],[],[],1996
229,1303,226,0,0,0,[],[],[],1997
201,1304,256,0,0,0,[],[],[],1998
210,1262,255,0,0,0,[],[],[],1999
241,1290,217,0,0,0,[],[],[],2000
199,1287,244,0,0,0,[],[],[],2001
235,1298,240,0,0,0,[],[],[],2002
232,1291,216,0,0,0,[],[],[],2003
220,1309,227,0,0,0,[],[],[],2004
234,1313,226,0,0,0,[],[],[],2005
219,1314,223,0,0,0,[],[],[],2006
213,1332,205,0,0,0,[],[],[],2007
194,1276,258,0,0,0,[],[],[],2008
224,1267,246,0,0,0,[],[],[],2009
239,1289,220,0,0,0,[],[],[],2010
227,1259,237,0,0,0,[],[],[],2011
214,1254,239,0,0,0,[],[],[],2012
218,1296,216,0,0,0,[],[],[],2013
203,1298,242,0,0,0,[],[],[],2014
208,1310,233,0,0,0,[],[],[],2015
196,1317,226,0,0,0,[],[],[],2016
206,1281,223,0,0,0,[],[],[],2017
219,1272,258,0,0,0,[],[],[],2018
229,1274,208,0,0,0,[],[],[],2019
200,1310,245,0,0,0,[],[],[],2020
219,1300,231,0,0,0,[],[],[],2021
214,1320,219,0,0,0,[],[],[],2022
194,1337,216,0,0,0,[],[],[],2023
210,1291,262,0,0,0,[],[],[],2024
220,1304,248,0,0,0,[],[],[],2025
206,1324,220,0,0,0,[],[],[],2026
208,1344,203,0,0,0,[],[],[],2027
205,1300,228,0,0,0,[],[],[],2028
205,1339,215,0,0,0,[],[],[],2029
233,1269,242,0,0,0,[],[],[],2030
191,1304,232,0,0,0,[],[],[],2031
203,1301,228,0,0,0,[],[],[],2032
232,1310,186,0,0,0,[],[],[],2033
198,1312,242,0,0,0,[],[],[],2034
203,1337,213,0,0,0,[],[],[],2035
192,1324,218,0,0,0,[],[],[],2036
189,1333,247,0,0,0,[],[],[],2037
201,1287,223,0,0,0,[],[],[],2038
200,1305,213,0,0,0,[],[],[],2039
173,1365,245,0,0,0,[],[],[],2040
187,1366,226,0,0,0,[],[],[],2041
191,1348,224,0,0,0,[],[],[],2042
199,1313,225,0,0,0,[],[],[],2043
189,1368,246,0,0,0,[],[],[],2044
179,1316,233,0,0,0,[],[],[],2045
192,1338,260,0,0,0,[],[],[],2046
181,1366,239,0,0,0,[],[],[],2047
193,1294,234,0,0,0,[],[],[],2048
196,1325,237,0,0,0,[],[],[],2049
213,1359,213,0,0,0,[],[],[],2050
196,1315,228,0,0,0,[],[],[],2051
186,1349,218,0,0,0,[],[],[],2052
210,1330,234,0,0,0,[],[],[],2053
180,1344,204,0,0,0,[],[],[],2054
179,1383,221,0,0,0,[],[],[],2055
158,1338,231,0,0,0,[],[],[],2056
190,1352,221,0,0,0,[],[],[],2057
185,1291,248,0,0,0,[],[],[],2058
193,1360,244,0,0,0,[],[],[],2059
179,1334,232,0,0,0,[],[],[],2060
183,1351,202,0,0,0,[],[],[],2061
208,1290,230,0,0,0,[],[],[],2062
205,1295,244,0,0,0,[],[],[],2063
189,1362,254,0,0,0,[],[],[],2064
202,1313,240,0,0,0,[],[],[],2065
175,1346,234,0,0,0,[],[],[],2066
176,1374,245,0,0,0,[],[],[],2067
175,1359,233,0,0,0,[],[],[],2068
173,1325,254,0,0,0,[],[],[],2069
177,1330,270,0,0,0,[],[],[],2070
172,1363,222,0,0,0,[],[],[],2071
187,1338,231,0,0,0,[],[],[],2072
184,1336,255,0,0,0,[],[],[],2073
193,1376,227,0,0,0,[],[],[],2074
200,1383,223,0,0,0,[],[],[],2075
204,1365,221,0,0,0,[],[],[],2076
174,1346,244,0,0,0,[],[],[],2077
174,1327,240,0,0,0,[],[],[],2078
178,1332,240,0,0,0,[],[],[],2079
199,1382,235,0,0,0,[],[],[],2080
203,1338,228,0,0,0,[],[],[],2081
182,1381,255,0,0,0,[],[],[],2082
172,1349,250,0,0,0,[],[],[],2083
208,1315,251,0,0,0,[],[],[],2084
194,1360,226,0,0,0,[],[],[],2085
176,1340,237,0,0,0,[],[],[],2086
217,1329,246,0,0,0,[],[],[],2087
216,1330,229,0,0,0,[],[],[],2088
220,1302,231,0,0,0,[],[],[],2089
185,1366,210,0,0,0,[],[],[],2090
223,1344,239,0,0,0,[],[],[],2091
199,1317,243,0,0,0,[],[],[],2092
175,1371,263,0,0,0,[],[],[],2093
202,1345,241,0,0,0,[],[],[],2094
212,1328,241,0,0,0,[],[],[],2095
200,1373,225,0,0,0,[],[],[],2096
196,1311,251,0,0,0,[],[],[],2097
218,1341,234,0,0,0,[],[],[],2098
216,1313,210,0,0,0,[],[],[],2099
208,1296,229,0,0,0,[],[],[],2100
214,1344,242,0,0,0,[],[],[],2101
195,1336,246,0,0,0,[],[],[],2102
189,1333,237,0,0,0,[],[],[],2103
194,1390,216,0,0,0,[],[],[],2104
205,1355,230,0,0,0,[],[],[],2105
199,1308,231,0,0,0,[],[],[],2106
184,1367,218,0,0,0,[],[],[],2107
205,1330,201,0,0,0,[],[],[],2108
199,1341,191,0,0,0,[],[],[],2109
172,1387,217,0,0,0,[],[],[],2110
173,1352,212,0,0,0,[],[],[],2111
198,1372,219,0,0,0,[],[],[],2112
166,1390,224,0,0,0,[],[],[],2113
200,1391,209,0,0,0,[],[],[],2114
183,1380,225,0,0,0,[],[],[],2115
175,1376,210,0,0,0,[],[],[],2116
206,1412,216,0,0,0,[],[],[],2117
188,1368,220,0,0,0,[],[],[],2118
190,1389,191,0,0,0,[],[],[],2119
198,1327,218,0,0,0,[],[],[],2120
213,1325,223,0,0,0,[],[],[],2121
182,1336,195,0,0,0,[],[],[],2122
188,1380,204,0,0,0,[],[],[],2123
200,1385,204,0,0,0,[],[],[],2124
207,1380,223,0,0,0,[],[],[],2125
188,1377,214,0,0,0,[],[],[],2126
174,1388,200,0,0,0,[],[],[],2127
147,1397,222,0,0,0,[],[],[],2128
184,1418,199,0,0,0,[],[],[],2129
224,1338,191,0,0,0,[],[],[],2130
190,1350,178,0,0,0,[],[],[],2131
195,1365,204,0,0,0,[],[],[],2132
202,1357,198,0,0,0,[],[],[],2133
185,1386,199,0,0,0,[],[],[],2134
171,1411,203,0,0,0,[],[],[],2135
182,1375,202,0,0,0,[],[],[],2136
178,1388,201,0,0,0,[],[],[],2137
202,1382,198,0,0,0,[],[],[],2138
167,1395,214,0,0,0,[],[],[],2139
170,1381,192,0,0,0,[],[],[],2140
191,1405,193,0,0,0,[],[],[],2141
184,1348,225,0,0,0,[],[],[],2142
208,1351,194,0,0,0,[],[],[],2143
192,1383,209,0,0,0,[],[],[],2144
155,1407,204,0,0,0,[],[],[],2145
182,1387,200,0,0,0,[],[],[],2146
174,1375,208,0,0,0,[],[],[],2147
171,1328,200,0,0,0,[],[],[],2148
180,1372,211,0,0,0,[],[],[],2149
179,1420,209,0,0,0,[],[],[],2150
195,1350,245,0,0,0,[],[],[],2151
169,1449,193,0,0,0,[],[],[],2152
183,1357,201,0,0,0,[],[],[],2153
156,1414,222,0,0,0,[],[],[],2154
176,1382,216,0,0,0,[],[],[],2155
172,1349,234,0,0,0,[],[],[],2156
166,1408,192,0,0,0,[],[],[],2157
184,1405,189,0,0,0,[],[],[],2158
186,1349,229,0,0,0,[],[],[],2159
172,1365,183,0,0,0,[],[],[],2160
146,1400,206,0,0,0,[],[],[],2161
185,1393,228,0,0,0,[],[],[],2162
173,1399,221,0,0,0,[],[],[],2163
185,1387,207,0,0,0,[],[],[],2164
161,1406,201,0,0,0,[],[],[],2165
162,1402,197,0,0,0,[],[],[],2166
183,1360,211,0,0,0,[],[],[],2167
170,1439,185,0,0,0,[],[],[],2168
163,1403,210,0,0,0,[],[],[],2169
154,1452,183,0,0,0,[],[],[],2170
181,1390,213,0,0,0,[],[],[],2171
184,1434,205,0,0,0,[],[],[],2172
155,1368,205,0,0,0,[],[],[],2173
178,1388,200,0,0,0,[],[],[],2174
174,1407,207,0,0,0,[],[],[],2175
183,1411,200,0,0,0,[],[],[],2176
176,1412,188,0,0,0,[],[],[],2177
170,1412,206,0,0,0,[],[],[],2178
186,1376,192,0,0,0,[],[],[],2179
196,1379,212,0,0,0,[],[],[],2180
177,1427,184,0,0,0,[],[],[],2181
180,1420,199,0,0,0,[],[],[],2182
172,1377,199,0,0,0,[],[],[],2183
185,1386,194,0,0,0,[],[],[],2184
167,1410,196,0,0,0,[],[],[],2185
186,1410,193,0,0,0,[],[],[],2186
176,1406,187,0,0,0,[],[],[],2187
173,1410,194,0,0,0,[],[],[],2188
179,1400,186,0,0,0,[],[],[],2189
198,1380,189,0,0,0,[],[],[],2190
151,1431,190,0,0,0,[],[],[],2191
173,1425,182,0,0,0,[],[],[],2192
175,1450,178,0,0,0,[],[],[],2193
174,1409,195,0,0,0,[],[],[],2194
164,1398,197,0,0,0,[],[],[],2195
184,1379,155,0,0,0,[],[],[],2196
182,1410,184,0,0,0,[],[],[],2197
172,1394,176,0,0,0,[],[],[],2198
178,1390,182,0,0,0,[],[],[],2199
184,1432,166,0,0,0,[],[],[],2200
165,1438,176,0,0,0,[],[],[],2201
183,1435,160,0,0,0,[],[],[],2202
167,1397,197,0,0,0,[],[],[],2203
168,1402,167,0,0,0,[],[],[],2204
175,1442,183,0,0,0,[],[],[],2205
180,1370,208,0,0,0,[],[],[],2206
184,1444,158,0,0,0,[],[],[],2207
181,1442,165,0,0,0,[],[],[],2208
169,1433,178,0,0,0,[],[],[],2209
157,1429,190,0,0,0,[],[],[],2210
154,1434,197,0,0,0,[],[],[],2211
153,1380,212,0,0,0,[],[],[],2212
156,1421,182,0,0,0,[],[],[],2213
181,1379,185,0,0,0,[],[],[],2214
160,1435,190,0,0,0,[],[],[],2215
171,1422,164,0,0,0,[],[],[],2216
165,1426,188,0,0,0,[],[],[],2217
151,1480,188,0,0,0,[],[],[],2218
173,1432,159,0,0,0,[],[],[],2219
167,1401,187,0,0,0,[],[],[],2220
168,1468,176,0,0,0,[],[],[],2221
163,1459,171,0,0,0,[],[],[],2222
157,1459,169,0,0,0,[],[],[],2223
187,1397,207,0,0,0,[],[],[],2224
161,1460,167,0,0,0,[],[],[],2225
178,1471,147,0,0,0,[],[],[],2226
189,1422,160,0,0,0,[],[],[],2227
196,1403,166,0,0,0,[],[],[],2228
169,1428,178,0,0,0,[],[],[],2229
155,1447,162,0,0,0,[],[],[],2230
162,1482,142,0,0,0,[],[],[],2231
165,1434,164,0,0,0,[],[],[],2232
182,1450,159,0,0,0,[],[],[],2233
178,1423,150,0,0,0,[],[],[],2234
174,1456,155,0,0,0,[],[],[],2235
155,1469,158,0,0,0,[],[],[],2236
168,1397,171,0,0,0,[],[],[],2237
143,1428,161,0,0,0,[],[],[],2238
157,1499,153,0,0,0,[],[],[],2239
147,1485,147,0,0,0,[],[],[],2240
166,1461,127,0,0,0,[],[],[],2241
175,1451,148,0,0,0,[],[],[],2242
157,1490,151,0,0,0,[],[],[],2243
168,1479,152,0,0,0,[],[],[],2244
172,1523,130,0,0,0,[],[],[],2245
180,1414,154,0,0,0,[],[],[],2246
167,1463,125,0,0,0,[],[],[],2247
192,1469,132,0,0,0,[],[],[],2248
192,1440,136,0,0,0,[],[],[],2249
177,1429,153,0,0,0,[],[],[],2250
173,1484,148,0,0,0,[],[],[],2251
169,1399,167,0,0,0,[],[],[],2252
182,1420,146,0,0,0,[],[],[],2253
164,1496,159,0,0,0,[],[],[],2254
169,1442,147,0,0,0,[],[],[],2255
154,1427,162,0,0,0,[],[],[],2256
163,1452,165,0,0,0,[],[],[],2257
158,1473,143,0,0,0,[],[],[],2258
146,1420,160,0,0,0,[],[],[],2259
157,1453,148,0,0,0,[],[],[],2260
156,1470,137,0,0,0,[],[],[],2261
158,1465,147,0,0,0,[],[],[],2262
152,1459,145,0,0,0,[],[],[],2263
166,1451,148,0,0,0,[],[],[],2264
170,1415,163,0,0,0,[],[],[],2265
153,1433,153,0,0,0,[],[],[],2266
147,1446,144,0,0,0,[],[],[],2267
200,1400,155,0,0,0,[],[],[],2268
173,1415,149,0,0,0,[],[],[],2269
177,1392,149,0,0,0,[],[],[],2270
167,1414,151,0,0,0,[],[],[],2271
155,1467,141,0,0,0,[],[],[],2272
168,1415,149,0,0,0,[],[],[],2273
160,1430,142,0,0,0,[],[],[],2274
186,1414,134,0,0,0,[],[],[],2275
176,1474,137,0,0,0,[],[],[],2276
159,1452,147,0,0,0,[],[],[],2277
166,1463,140,0,0,0,[],[],[],2278
182,1399,135,0,0,0,[],[],[],2279
167,1460,127,0,0,0,[],[],[],2280
167,1411,161,0,0,0,[],[],[],2281
162,1464,147,0,0,0,[],[],[],2282
146,1463,145,0,0,0,[],[],[],2283
177,1438,134,0,0,0,[],[],[],2284
159,1449,143,0,0,0,[],[],[],2285
168,1470,131,0,0,0,[],[],[],2286
165,1440,147,0,0,0,[],[],[],2287
156,1482,142,0,0,0,[],[],[],2288
162,1439,153,0,0,0,[],[],[],2289
159,1475,155,0,0,0,[],[],[],2290
172,1473,133,0,0,0,[],[],[],2291
171,1431,135,0,0,0,[],[],[],2292
157,1493,127,0,0,0,[],[],[],2293
142,1495,139,0,0,0,[],[],[],2294
166,1474,147,0,0,0,[],[],[],2295
150,1484,112,0,0,0,[],[],[],2296
169,1472,124,0,0,0,[],[],[],2297
169,1440,135,0,0,0,[],[],[],2298
162,1462,119,0,0,0,[],[],[],2299
178,1489,112,0,0,0,[],[],[],2300
179,1528,117,0,0,0,[],[],[],2301
161,1476,114,0,0,0,[],[],[],2302
157,1497,115,0,0,0,[],[],[],2303
168,1488,109,0,0,0,[],[],[],2304
164,1431,124,0,0,0,[],[],[],2305
146,1476,134,0,0,0,[],[],[],2306
181,1454,128,0,0,0,[],[],[],2307
155,1510,130,0,0,0,[],[],[],2308
157,1462,130,0,0,0,[],[],[],2309
187,1456,126,0,0,0,[],[],[],2310
139,1493,123,0,0,0,[],[],[],2311
157,1494,134,0,0,0,[],[],[],2312
143,1481,127,0,0,0,[],[],[],2313
157,1463,135,0,0,0,[],[],[],2314
173,1479,130,0,0,0,[],[],[],2315
159,1483,125,0,0,0,[],[],[],2316
181,1433,136,0,0,0,[],[],[],2317
150,1468,144,0,0,0,[],[],[],2318
170,1483,127,0,0,0,[],[],[],2319
167,1454,140,0,0,0,[],[],[],2320
142,1477,112,0,0,0,[],[],[],2321
154,1521,108,0,0,0,[],[],[],2322
150,1486,113,0,0,0,[],[],[],2323
159,1465,125,0,0,0,[],[],[],2324
144,1499,107,0,0,0,[],[],[],2325
178,1463,120,0,0,0,[],[],[],2326
157,1508,119,0,0,0,[],[],[],2327
163,1442,146,0,0,0,[],[],[],2328
175,1430,120,0,0,0,[],[],[],2329
159,1498,115,0,0,0,[],[],[],2330
156,1483,120,0,0,0,[],[],[],2331
130,1504,119,0,0,0,[],[],[],2332
159,1430,127,0,0,0,[],[],[],2333
170,1460,110,0,0,0,[],[],[],2334
163,1501,116,0,0,0,[],[],[],2335
154,1529,116,0,0,0,[],[],[],2336
176,1486,127,0,0,0,[],[],[],2337
162,1517,111,0,0,0,[],[],[],2338
160,1468,110,0,0,0,[],[],[],2339
166,1503,124,0,0,0,[],[],[],2340
169,1513,91,0,0,0,[],[],[],2341
162,1406,125,0,0,0,[],[],[],2342
158,1477,101,0,0,0,[],[],[],2343
177,1517,106,0,0,0,[],[],[],2344
157,1482,113,0,0,0,[],[],[],2345
157,1473,89,0,0,0,[],[],[],2346
169,1508,129,0,0,0,[],[],[],2347
157,1524,109,0,0,0,[],[],[],2348
155,1527,93,0,0,0,[],[],[],2349
181,1488,111,0,0,0,[],[],[],2350
173,1452,94,0,0,0,[],[],[],2351
170,1530,89,0,0,0,[],[],[],2352
146,1507,103,0,0,0,[],[],[],2353
166,1499,96,0,0,0,[],[],[],2354
199,1434,91,0,0,0,[],[],[],2355
183,1470,90,0,0,0,[],[],[],2356
168,1464,111,0,0,0,[],[],[],2357
177,1462,116,0,0,0,[],[],[],2358
171,1471,95,0,0,0,[],[],[],2359
151,1512,88,0,0,0,[],[],[],2360
168,1457,104,0,0,0,[],[],[],2361
177,1472,94,0,0,0,[],[],[],2362
162,1510,101,0,0,0,[],[],[],2363
154,1546,105,0,0,0,[],[],[],2364
159,1502,99,0,0,0,[],[],[],2365
154,1500,101,0,0,0,[],[],[],2366
168,1444,122,0,0,0,[],[],[],2367
164,1484,98,0,0,0,[],[],[],2368
144,1528,114,0,0,0,[],[],[],2369
143,1530,104,0,0,0,[],[],[],2370
151,1524,89,0,0,0,[],[],[],2371
164,1517,112,0,0,0,[],[],[],2372
129,1512,113,0,0,0,[],[],[],2373
160,1498,91,0,0,0,[],[],[],2374
154,1532,101,0,0,0,[],[],[],2375
153,1475,125,0,0,0,[],[],[],2376
163,1482,114,0,0,0,[],[],[],2377
135,1510,116,0,0,0,[],[],[],2378
162,1502,105,0,0,0,[],[],[],2379
166,1510,108,0,0,0,[],[],[],2380
135,1500,84,0,0,0,[],[],[],2381
147,1565,82,0,0,0,[],[],[],2382
136,1500,112,0,0,0,[],[],[],2383
157,1520,102,0,0,0,[],[],[],2384
152,1508,101,0,0,0,[],[],[],2385
140,1550,98,0,0,0,[],[],[],2386
144,1498,104,0,0,0,[],[],[],2387
145,1537,98,0,0,0,[],[],[],2388
153,1508,131,0,0,0,[],[],[],2389
154,1486,117,0,0,0,[],[],[],2390
129,1545,108,0,0,0,[],[],[],2391
145,1516,103,0,0,0,[],[],[],2392
149,1530,110,0,0,0,[],[],[],2393
142,1519,108,0,0,0,[],[],[],2394
117,1542,106,0,0,0,[],[],[],2395
165,1458,109,0,0,0,[],[],[],2396
144,1534,108,0,0,0,[],[],[],2397
152,1534,115,0,0,0,[],[],[],2398
154,1470,104,0,0,0,[],[],[],2399
145,1536,108,0,0,0,[],[],[],2400
142,1572,96,0,0,0,[],[],[],2401
160,1453,116,0,0,0,[],[],[],2402
152,1501,92,0,0,0,[],[],[],2403
142,1540,92,0,0,0,[],[],[],2404
152,1542,90,0,0,0,[],[],[],2405
169,1483,127,0,0,0,[],[],[],2406
159,1518,111,0,0,0,[],[],[],2407
155,1504,102,0,0,0,[],[],[],2408
137,1515,98,0,0,0,[],[],[],2409
148,1538,101,0,0,0,[],[],[],2410
130,1540,74,0,0,0,[],[],[],2411
117,1534,100,0,0,0,[],[],[],2412
152,1530,106,0,0,0,[],[],[],2413
158,1534,79,0,0,0,[],[],[],2414
162,1513,94,0,0,0,[],[],[],2415
144,1543,86,0,0,0,[],[],[],2416
151,1539,80,0,0,0,[],[],[],2417
153,1562,90,0,0,0,[],[],[],2418
171,1479,98,0,0,0,[],[],[],2419
150,1503,85,0,0,0,[],[],[],2420
149,1539,89,0,0,0,[],[],[],2421
155,1480,106,0,0,0,[],[],[],2422
152,1536,95,0,0,0,[],[],[],2423
155,1509,91,0,0,0,[],[],[],2424
141,1538,89,0,0,0,[],[],[],2425
161,1496,85,0,0,0,[],[],[],2426
146,1533,95,0,0,0,[],[],[],2427
143,1519,92,0,0,0,[],[],[],2428
146,1521,95,0,0,0,[],[],[],2429
148,1503,77,0,0,0,[],[],[],2430
142,1514,89,0,0,0,[],[],[],2431
157,1545,74,0,0,0,[],[],[],2432
131,1499,93,0,0,0,[],[],[],2433
159,1497,68,0,0,0,[],[],[],2434
146,1547,85,0,0,0,[],[],[],2435
143,1537,91,0,0,0,[],[],[],2436
119,1540,108,0,0,0,[],[],[],2437
135,1540,93,0,0,0,[],[],[],2438
120,1546,86,0,0,0,[],[],[],2439
139,1496,81,0,0,0,[],[],[],2440
138,1538,89,0,0,0,[],[],[],2441
140,1507,88,0,0,0,[],[],[],2442
161,1517,96,0,0,0,[],[],[],2443
142,1502,85,0,0,0,[],[],[],2444
163,1519,94,0,0,0,[],[],[],2445
149,1560,84,0,0,0,[],[],[],2446
141,1540,96,0,0,0,[],[],[],2447
137,1546,96,0,0,0,[],[],[],2448
153,1590,77,0,0,0,[],[],[],2449
148,1557,90,0,0,0,[],[],[],2450
158,1543,67,0,0,0,[],[],[],2451
136,1598,82,0,0,0,[],[],[],2452
149,1562,81,0,0,0,[],[],[],2453
125,1560,92,0,0,0,[],[],[],2454
138,1533,83,0,0,0,[],[],[],2455
139,1564,72,0,0,0,[],[],[],2456
146,1521,96,0,0,0,[],[],[],2457
144,1538,86,0,0,0,[],[],[],2458
149,1537,91,0,0,0,[],[],[],2459
121,1577,80,0,0,0,[],[],[],2460
142,1550,73,0,0,0,[],[],[],2461
128,1538,75,0,0,0,[],[],[],2462
114,1579,62,0,0,0,[],[],[],2463
130,1548,91,0,0,0,[],[],[],2464
123,1534,87,0,0,0,[],[],[],2465
129,1541,95,0,0,0,[],[],[],2466
128,1535,87,0,0,0,[],[],[],2467
135,1616,67,0,0,0,[],[],[],2468
148,1526,61,0,0,0,[],[],[],2469
143,1559,58,0,0,0,[],[],[],2470
150,1622,63,0,0,0,[],[],[],2471
160,1308,86,0,0,0,[],[],[],2472
172,866,108,0,0,0,[],[],[],2473
190,507,116,0,0,0,[],[],[],2474
200,283,129,0,0,0,[],[],[],2475
206,148,125,0,0,0,[],[],[],2476
227,94,132,0,0,0,[],[],[],2477
239,107,125,0,0,0,[],[],[],2478
221,106,128,0,0,0,[],[],[],2479
224,108,156,0,0,0,[],[],[],2480
228,114,164,0,0,0,[],[],[],2481
226,115,146,0,0,0,[],[],[],2482
202,117,153,0,0,0,[],[],[],2483
223,116,160,0,0,0,[],[],[],2484
213,104,149,0,0,0,[],[],[],2485
195,109,187,0,0,0,[],[],[],2486
227,123,160,0,0,0,[],[],[],2487
198,112,151,0,0,0,[],[],[],2488
214,156,159,0,0,0,[],[],[],2489
221,132,161,0,0,0,[],[],[],2490
201,116,181,0,0,0,[],[],[],2491
218,138,168,0,0,0,[],[],[],2492
198,151,147,0,0,0,[],[],[],2493
212,134,172,0,0,0,[],[],[],2494
197,172,181,0,0,0,[],[],[],2495
202,152,183,0,0,0,[],[],[],2496
219,143,171,0,0,0,[],[],[],2497
230,141,180,0,0,0,[],[],[],2498
217,143,163,0,0,0,[],[],[],2499
220,149,175,0,0,0,[],[],[],2500
220,156,181,0,0,0,[],[],[],2501
188,170,178,0,0,0,[],[],[],2502
198,169,143,0,0,0,[],[],[],2503
199,156,177,0,0,0,[],[],[],2504
210,175,200,0,0,0,[],[],[],2505
213,173,159,0,0,0,[],[],[],2506
224,184,182,0,0,0,[],[],[],2507
203,165,191,0,0,0,[],[],[],2508
222,196,178,0,0,0,[],[],[],2509
201,185,180,0,0,0,[],[],[],2510
205,172,172,0,0,0,[],[],[],2511
209,173,176,0,0,0,[],[],[],2512
210,190,195,0,0,0,[],[],[],2513
218,178,202,0,0,0,[],[],[],2514
218,214,182,0,0,0,[],[],[],2515
191,210,203,0,0,0,[],[],[],2516
213,190,192,0,0,0,[],[],[],2517
231,174,179,0,0,0,[],[],[],2518
235,213,174,0,0,0,[],[],[],2519
210,203,187,0,0,0,[],[],[],2520
236,211,184,0,0,0,[],[],[],2521
230,232,177,0,0,0,[],[],[],2522
230,195,187,0,0,0,[],[],[],2523
230,205,172,0,0,0,[],[],[],2524
214,229,181,0,0,0,[],[],[],2525
198,227,213,0,0,0,[],[],[],2526
225,214,196,0,0,0,[],[],[],2527
219,219,191,0,0,0,[],[],[],2528
230,232,208,0,0,0,[],[],[],2529
230,247,204,0,0,0,[],[],[],2530
218,221,199,0,0,0,[],[],[],2531
243,231,201,0,0,0,[],[],[],2532
227,260,181,0,0,0,[],[],[],2533
213,201,181,0,0,0,[],[],[],2534
221,235,204,0,0,0,[],[],[],2535
238,242,167,0,0,0,[],[],[],2536
213,233,209,0,0,0,[],[],[],2537
220,231,210,0,0,0,[],[],[],2538
249,234,198,0,0,0,[],[],[],2539
211,243,219,0,0,0,[],[],[],2540
236,250,225,0,0,0,[],[],[],2541
213,252,223,0,0,0,[],[],[],2542
216,273,221,0,0,0,[],[],[],2543
201,272,195,0,0,0,[],[],[],2544
231,260,222,0,0,0,[],[],[],2545
253,233,217,0,0,0,[],[],[],2546
244,252,193,0,0,0,[],[],[],2547
225,243,212,0,0,0,[],[],[],2548
218,245,223,0,0,0,[],[],[],2549
224,236,222,0,0,0,[],[],[],2550
217,257,221,0,0,0,[],[],[],2551
216,247,209,0,0,0,[],[],[],2552
242,276,236,0,0,0,[],[],[],2553
237,276,205,0,0,0,[],[],[],2554
239,292,217,0,0,0,[],[],[],2555
252,266,239,0,0,0,[],[],[],2556
242,249,243,0,0,0,[],[],[],2557
220,285,230,0,0,0,[],[],[],2558
227,282,221,0,0,0,[],[],[],2559
229,271,217,0,0,0,[],[],[],2560
256,276,219,0,0,0,[],[],[],2561
230,291,241,0,0,0,[],[],[],2562
247,308,252,0,0,0,[],[],[],2563
237,283,228,0,0,0,[],[],[],2564
253,264,242,0,0,0,[],[],[],2565
218,301,247,0,0,0,[],[],[],2566
225,275,211,0,0,0,[],[],[],2567
227,304,243,0,0,0,[],[],[],2568
228,291,211,0,0,0,[],[],[],2569
233,313,236,0,0,0,[],[],[],2570
247,291,234,0,0,0,[],[],[],2571
242,296,198,0,0,0,[],[],[],2572
245,300,242,0,0,0,[],[],[],2573
214,304,277,0,0,0,[],[],[],2574
217,279,238,0,0,0,[],[],[],2575
232,282,254,0,0,0,[],[],[],2576
244,317,259,0,0,0,[],[],[],2577
222,336,249,0,0,0,[],[],[],2578
221,322,257,0,0,0,[],[],[],2579
232,341,246,0,0,0,[],[],[],2580
218,350,266,0,0,0,[],[],[],2581
214,313,266,0,0,0,[],[],[],2582
252,325,254,0,0,0,[],[],[],2583
245,300,258,0,0,0,[],[],[],2584
218,352,256,0,0,0,[],[],[],2585
237,334,268,0,0,0,[],[],[],2586
251,316,253,0,0,0,[],[],[],2587
251,335,244,0,0,0,[],[],[],2588
228,305,266,0,0,0,[],[],[],2589
257,339,259,0,0,0,[],[],[],2590
229,357,276,0,0,0,[],[],[],2591
259,311,260,0,0,0,[],[],[],2592
248,356,255,0,0,0,[],[],[],2593
212,346,244,0,0,0,[],[],[],2594
235,342,243,0,0,0,[],[],[],2595
239,350,262,0,0,0,[],[],[],2596
233,340,272,0,0,0,[],[],[],2597
230,348,289,0,0,0,[],[],[],2598
213,347,265,0,0,0,[],[],[],2599
237,367,287,0,0,0,[],[],[],2600
254,358,251,0,0,0,[],[],[],2601
233,340,295,0,0,0,[],[],[],2602
244,288,277,0,0,0,[],[],[],2603
249,355,273,0,0,0,[],[],[],2604
239,343,267,0,0,0,[],[],[],2605
244,373,254,0,0,0,[],[],[],2606
218,346,263,0,0,0,[],[],[],2607
221,351,244,0,0,0,[],[],[],2608
256,324,295,0,0,0,[],[],[],2609
219,387,285,0,0,0,[],[],[],2610
214,365,256,0,0,0,[],[],[],2611
241,352,297,0,0,0,[],[],[],2612
223,382,274,0,0,0,[],[],[],2613
230,364,271,0,0,0,[],[],[],2614
236,339,264,0,0,0,[],[],[],2615
232,356,260,0,0,0,[],[],[],2616
250,322,261,0,0,0,[],[],[],2617
249,376,279,0,0,0,[],[],[],2618
225,353,286,0,0,0,[],[],[],2619
254,367,300,0,0,0,[],[],[],2620
243,387,272,0,0,0,[],[],[],2621
224,347,312,0,0,0,[],[],[],2622
255,387,277,0,0,0,[],[],[],2623
274,370,275,0,0,0,[],[],[],2624
